property_name_text,address_line1_text,address_line2_text,city_name_text,state_code,zip_code,county_name_text,property_on_site_phone_number,fha_number,contract_number,soa_description_text,property_category_name,client_group_name,client_group_type,total_assisted_unit_count,total_unit_count,owner_contact_indv_full_name,owner_organization_name,owner_address_line1,owner_address_line2,owner_city_name,owner_state_code,owner_zip_code,owner_zip4_code,owner_main_phone_number_text,owner_main_fax_number_text,owner_email_text,mgmt_contact_full_name,mgmt_agent_org_name,mgmt_agent_address_line1,mgmt_agent_address_line2,mgmt_agent_city_name,mgmt_agent_state_code,mgmt_agent_zip_code,mgmt_agent_zip4_code,mgmt_agent_main_phone_number,mgmt_agent_main_fax_number,mgmt_agent_email_text,project_manager_name_text,hub_name_text,servicing_site_name_text
KIRKLAND HEIGHTS APARTMENTS,13310 NE 133RD ST,,KIRKLAND,WA,98034,King,425-821-2228,,WA19L000024,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,106,180,Tom Wroblewski,AERO KIRKLAND ASSOCIATION,9125 15th Place South,,Seattle,WA,98108,5191,(206) 764-0304,,need_email@hud.gov,Doug Repman,"Quantum Management Services, Inc","3810 196th Street SW, Suite 10",PO Box 2170,Lynnwood,WA,98036,,425-776-1294,425-776-1073,repmand@quantumms.com,MARY ELLEN CASAREZ,Seattle,Seattle
KIRKLAND PLAZA,320 6TH AVE,,KIRKLAND,WA,98033,King,425-822-6288,,WA190004013,,Subsidized - Previously Insured,Wholly Elderly Housekeeping,Elderly,24,24,Ann Levine,Imagine Housing,10604 NE 38th Place,Suite 215,Kirkland,WA,98033,7932,425-576-5190,425-576-5194,info@imaginehousing.org,Dennis Treadaway,"FPI Management, Inc.",800 Iron Point Road,,Folsom,CA,95630,,9163575300,,annalee.tenbrink@fpimgt.com,JOHN A DEMBOSKI,Seattle,Seattle
Kirkland Union Plaza,1414 Kauffman Ave,,VANCOUVER,WA,98660,Clark,(360) 694-4314,126EE028,OR16S981003,202 Capital Advance for Elderly,202/811,Elderly,Elderly,60,61,Larry D. Kirkland,Kirkland Union Plaza Association,1625 SE Lafayette St,,Portland,OR,97202,3862,(503)231-4922,(503)235-5915,Patrick@ManorManagement.com,Patrick C. O'Toole,Manor Management Service,1625  SE LaFayette St.,,Portland,OR,97202,3862,(503) 231-4922,503 235 5915,wendy@manormanagement.com,SCOTT A JULLIAN,Seattle,Seattle
KITSAP PENINSULA,902 HARRISON AVE,,PORT ORCHARD,WA,98366,Kitsap,360-377-7231,12711138,WA19T791004,223(f) Refi/ Purchase Apts,Insured-Subsidized,Wholly developmentally disabled,Disabled,27,27,Allen Petersen,COMMUNITAS GROUP,920 PARK AVENUE,,BREMERTON,WA,98337,0000,(360) 377-7231,360-377-9996,apetersen@communitas.org,Alan J. Petersen,COMMUNITAS GROUP,920 PARK AVENUE,,BREMERTON,WA,98337,0000,(360) 377-7231,360-377-9996,apetersen@communitas.org,BRENDA PAYETTE-ZEH,Seattle,Seattle
KNIGHTS OF PYTHIAS RETIREMENT CENTER,3409 MAIN ST,,VANCOUVER,WA,98663,Clark,(360)694-1370,,WA160035001,,Insured-Subsidized,Wholly Elderly Housekeeping,Elderly,85,166,Cecil Tuttle,Knights of Pythias Care Center,3409 Main Street,,Vancouver,WA,98663,,360-696-4375,360-694-0135,sharon@koprc.com,Robert Morgan,Knights of Pythias Care Center,3409 Main Street,,Vancouver,WA,98663,,360-696-4375,360-694-0135,sharon@koprc.com,MARY ELLEN CASAREZ,Seattle,Seattle
La Serena at Hansen Park,7701 W 4th Ave,,Kennewick,WA,99336,Benton,(888) 879-0340,17111039,,223(f) Refi/ Purchase Apts,Insured-Unsubsidized,,,0,212,John Branagh,La Serena - Hansen Park LLC,"3701 Mt. Diablo Blvd., #200",,Lafayette,CA,94549,,925-962-6960,,binvestments@sbcglobal.net,,"ZUNI PROPERTY MANAGEMENT OF WASHINGTON, LLC",8966 SPANISH RIDGE AVENUE,SUITE 100,LAS VEGAS,NV,89148,,702-454-2561,702-454-4365,Ryan.McNamara@brprop.com,SCOTT A JULLIAN,Seattle,Seattle
LaCrosse Apartments,205 Crystal Ave,,Lacrosse,WA,99143,Whitman,(509) 549-4302,,WA19R000026,,"Subsidized, No HUD Financing",Partially elderly handicapped,Elderly,9,9,Gay Nelson,"Lacrosse Builders, Inc.",PO Box 345,,Lacrosse,WA,99143,0345,(509) 549-4302,,lacrossebuilders@yahoo.com,Gay Nelson,"Lacrosse Builders, Inc.",PO Box 345,,Lacrosse,WA,99143,0345,(509) 549-4302,,lacrossebuilders@yahoo.com,JOHN A DEMBOSKI,Seattle,Seattle
LAKE CHELAN COMMUNITY APTS,509 E GIBSON AVE,,CHELAN,WA,98816,Chelan,(509)682-5820,12735200,WA19M000050,221d3 NC/SR Market Rate,Insured-Subsidized,Wholly Elderly Housekeeping,Elderly,25,28,Kevin Abel,"L.C.C.H. District #2, LLC",PO Box 908,,Chelan,WA,98816,0908,(509) 682-6100,(509) 682-3475,kabel@lcch.net,Alicia McRae,Housing Authrty of Chelan Cnty and the City of Wen,1555 S. Methow Street,,Wenatchee,WA,98801,,509 663-7421,509 663-4761,Korir@ccwha.com,LEONA L BLANKENSHIP,Seattle,Anchorage
Lake City Senior Apartments,13730 Lake City Way NE,,Seattle,WA,98125,King,,12738065,,231 NC/SR Elderly Hsg,Insured-Unsubsidized,,,0,0,,,,,,,,,,,,,,,,,,,,,,,JOHN A DEMBOSKI,Seattle,Seattle
LAKE WOODS SENIOR APTS,12310 19TH PL W,,EVERETT,WA,98208,Snohomish,(425)775-9349,127EH145,WA19S891002,202 Direct Loan Converted to Cap Adv w/PRAC,202/811,Wholly Elderly Housekeeping,Elderly,59,60,Wil  Wolf,Lake Woods Senior Hsg Assn of Snohomish Cnty,8225 44th Ave W,Suite O,Mukilteo,WA,98275,,(425) 745-1112,,need_email@hud.gov,,Hoban & Assoc dba Coast Real Estate Services,2829 Rucker Ave Ste 100,,Everett,WA,98201,3456,(425) 339-3638,(425) 252-8732,shoban@coastmgt.com,SCOTT A JULLIAN,Seattle,Seattle
LAKEVIEW MANOR,423 BEECH ST,,MOSES LAKE,WA,98837,Grant,509-765-8735,,WA190021006,,"Subsidized, No HUD Financing",Elderly,Elderly,26,26,Carol Chaussee,LAKEVIEW MANOR ASSOCIATES,PO Box 9,,Redmond,WA,98073,0009,(425) 881-0646,(245) 867-9638,need_email@hud.gov,KATHY CHAUSSEE,WESTWOOD MANAGEMENT  & DEV CORP,P.O. BOX  9,,REDMOND,WA,98052,0009,(425) 881-0646,(425) 867-9638,richb@westwoodmgt.net,LEONA L BLANKENSHIP,Seattle,Anchorage
Lakewood Apartments,1500 SW 112th St,,Seattle,WA,98146,King,(206) 933-7216,,WA19T812001,,Subsidized - Previously 202/811,Chronically Mentally Ill,Disabled,10,11,,Navos,2600 SW Holden Street,,Seattle,WA,98126,,206-933-7000,206-933-7116,chanel.thorn@navos.org,Michael Voss,Navos,2600 SW Holden Street,,Seattle,WA,98126,,206-933-7000,206-933-7116,chanel.thorn@navos.org,JOHN A DEMBOSKI,Seattle,Seattle
"Landing at Angle Lake, The",19800 Pacific Highway South,,SeaTac,WA,98188,King,,12711151,,223(f) Refi/ Purchase Apts,Insured-Unsubsidized,,,0,152,Deepak Israni,The Landing at Angle Lake LLC,1775 Hancock Street,Suite #200,San Diego,CA,92110,,619-296-9000,619-296-9090,tdalton@pacificasdmanagement.com,Tracy Dalton,Pacifica SD Management,1775 Hancock Street,#200,San Diego,CA,92110,,6192969000,,tdalton@pacificasdmanagement.com,MARY ELLEN CASAREZ,Seattle,Seattle
Larson Section 8,1000 Vandenburg Loop,,Moses Lake,WA,98837,Grant,(509) 762-5541,,WA19H060029,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,47,47,Carol Anderson,Housing Authority of Grant County,1139 Larson BLVD,,Moses Lake,WA,98837,0000,(509) 762-5541,(509) 762-2202,canderson@hagc.net,Carol Anderson,Housing Authority of Grant County,1139 Larson BLVD,,Moses Lake,WA,98837,0000,(509) 762-5541,(509) 762-2202,canderson@hagc.net,JOHN A DEMBOSKI,Seattle,Seattle
LASALLE APARTMENTS,87 PIKE ST,,SEATTLE,WA,98101,King,206-774-5228,,WA190003012,,"Subsidized, No HUD Financing",Partially elderly handicapped,Elderly,40,40,Ben Franz-Knight,LaSalle Senior Housing LLC,85 Pike St Ste 500,,Seattle,WA,98101,2166,206 774-5250,206 625-0646,elsie@pikeplacemarket.org,Ben Franz-Knight,Pike Place Market Preservation and Devlpmt Athry,85 Pike St Ste 500,,Seattle,WA,98101,2166,(206) 774-5250,(206) 625-0646,elsie@pikeplacemarket.org,KATHY KLEIN,Seattle,Seattle
LAUREL HOUSE,9010 GREENWOOD AVE N,,SEATTLE,WA,98103,King,206-545-2437,127EH130,WA19T861009,202/8 Direct Loan/ Elderly-Handicapped,202/811,Chronically Mentally Ill,Disabled,20,20,Randy S. Parker,Laurel Housing Associates,11000 Lake City Way NE,,SEATTLE,WA,98125,6748,(206) 461-3614,(206) 634-3596,ccooper@cpcwa.org,Cheryl Cooper,Community Psychiatric Clinic,11000 Lake City Way NE,,SEATTLE,WA,98125,6748,(206) 461-3614,(206) 634-0094,ccooper@cpcwa.org,BRENDA PAYETTE-ZEH,Seattle,Seattle
LEWIS & CLARK APTS,117 W MAGNOLIA ST,,CENTRALIA,WA,98531,Lewis,(360)736-5358,,WA19M000076,,Subsidized - Previously Insured,Wholly Elderly Housekeeping,Elderly,47,54,William T. Brumfield Jr,"Lewis and Clark Property, LLC",117 W Magnolia St,,Centralia,WA,98531,4357,360 736 5358,360 736 5358,bvbrum@cni.net,,William Brumfield,117 W Magnolia St,,Centralia,WA,98531,4357,(360)736-5358,(360)736-5358,vbbrum@localaccess.com,BRENDA PAYETTE-ZEH,Seattle,Seattle
LIBERTY PARK TERRACE,1405 E HARTSON AVE,,SPOKANE,WA,99202,Spokane,,,WA25M000042,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,48,48,John Carter,PROCLAIM LIBERTY INC,8709 N. Forest Blvd.,,SPOKANE,WA,99208,0000,(509)624-7865,,john.carter@sgs.org,Lorraine Brooks,KIEMLE & HAGOOD CO,601  W MAIN  AVE SUITE 400,,SPOKANE,WA,99201,0613,(509) 838-6541,(509)458-4014,info@khco.com,LEONA L BLANKENSHIP,Seattle,Anchorage
LILAC LODGE,5033 37TH AVE S,,SEATTLE,WA,98118,King,(206) 722-8399,,WA19M000060,,Subsidized - Previously Insured,Wholly Elderly Housekeeping,Elderly,44,44,Claude Forward,Lilac Lodge Community Organization,5117 Rainier Ave S,,Seattle,WA,98118,1928,206-723-7333,,need_email@hud.gov,Mark A. Flynn,South East Effective Development (SEED),5117 Rainier Ave S,,Seattle,WA,98118,,(206) 723-7333,(206) 723-7137,need_email@hud.gov,KATHY KLEIN,Seattle,Seattle
LILAC PLAZA,7007 N WISCOMB ST,,SPOKANE,WA,99208,Spokane,,17144802,WA25L000014,,Subsidized - Previously Insured,Wholly Elderly Housekeeping,Elderly,100,175,Glenn Pierce @ Lilac Plaza,"SPOKANE BAPTIST ASSOCIATION HOMES, INC",7007  N WISCOMB  STREET,,SPOKANE,WA,99208,5479,(509) 489-7612,(509) 489-1689,need_email@hud.gov,Glenn Pierce @ Lilac Plaza,"SPOKANE BAPTIST ASSOCIATION HOMES, INC",7007  N WISCOMB  STREET,,SPOKANE,WA,99208,5479,(509) 489-7612,(509) 489-1689,need_email@hud.gov,MARY ELLEN CASAREZ,Seattle,Seattle
LILAC PLAZA,7007 N WISCOMB ST,,SPOKANE,WA,99208,Spokane,,17144802,WA19M000165,,Subsidized - Previously Insured,Wholly Elderly Housekeeping,Elderly,100,175,Glenn Pierce @ Lilac Plaza,"SPOKANE BAPTIST ASSOCIATION HOMES, INC",7007  N WISCOMB  STREET,,SPOKANE,WA,99208,5479,(509) 489-7612,(509) 489-1689,need_email@hud.gov,Glenn Pierce @ Lilac Plaza,"SPOKANE BAPTIST ASSOCIATION HOMES, INC",7007  N WISCOMB  STREET,,SPOKANE,WA,99208,5479,(509) 489-7612,(509) 489-1689,need_email@hud.gov,MARY ELLEN CASAREZ,Seattle,Seattle
Lilac Terrace,7007 N. Wiscomb Street,,Spokane,WA,99208,Spokane,,171EE025,WA19S071003,202 Capital Advance for Elderly,202/811,Wholly Elderly Housekeeping,Elderly,40,40,Glen R. Pierce,Lilac Terrace Retirement Community LP,7015 N. Wiscomb St.,,Spokane,WA,99208,5479,509-489-7612,509-489-1689,gpierce@sbah.org,,KIEMLE & HAGOOD CO,601  W MAIN  AVE SUITE 400,,SPOKANE,WA,99201,0613,(509) 838-6541,(509)458-4014,info@khco.com,SCOTT A JULLIAN,Seattle,Seattle
LINCOLN HEIGHTS GARDEN,2628A E 27TH AVE,,SPOKANE,WA,99223,Spokane,509.535.4543,,WA25M000031,,Subsidized - Previously Insured,Wholly Elderly Housekeeping,Elderly,162,162,WARREN C. HEYLMAN,LINCOLN HEIGHTS APARTMENTS SYNDICATE,107 S. Howard St,Suite 600,Spokane,WA,99202,1455,(509) 622-3537,(509) 622-3500,ehenry@naiblack.com,John M. Bennett,"Black Realty Management, Inc.",107 S Howard St Ste 600,,Spokane,WA,99201,3818,(509) 623-1000,(509) 622-3500,www.naiblack.com,KATHY KLEIN,Seattle,Seattle
LINCOLN PARK GROUP HOME,6935 FAUNTLEROY WAY SW,,SEATTLE,WA,98136,King,206-937-9706,127EH113,WA19T841003,202/8 Direct Loan/ Elderly-Handicapped,202/811,Wholly developmentally disabled,Disabled,8,9,Anne Higbee-Owens,LAWTON HEIGHTS GROUP HOME,6935 Fauntleroy Way SW,,SEATTLE,WA,98136,0000,(206) 782-8705,(206) 782-6043,unitedfriends@eschelon.com,Denise Lalande-Phipps,UNITED FRIENDS GROUP HOMES,PO Box 17017,,Seattle,WA,98127,,(206) 782-8705,(206) 782-6043,unitedfriends@eschelon.com,LEONA L BLANKENSHIP,Seattle,Anchorage
Lincoln School Senior Apartments,7336 276th St NW,,Stanwood,WA,98292,Snohomish,(360) 629-1002,127EE034,WA19S011006,202 Capital Advance for Elderly,202/811,Elderly,Elderly,43,44,Michelle Johnson,Lincoln School Senior Apartments,7336 276th St. NW,,Stanwood,WA,98292,,360-629-7403,360-629-3282,t.sandman@stanwoodseniorcenter.org,Tracy Sandman,Stanwood Community and Senior Center,7430 276th St. NW,,Stanwood,WA,98292,,360-629-7403,360-629-3282,t.sandman@stanwoodseniorcenter.org,SCOTT A JULLIAN,Seattle,Seattle
LINCOLN TERRACE GARDENS APARTMENTS,2632 E 27th AVE,,SPOKANE,WA,99223,Spokane,(509) 535-4543,,WA250002001,,Subsidized - Previously Insured,Elderly,Elderly,27,69,WARREN C. HEYLMAN,LINCOLN HEIGHTS APARTMENTS SYNDICATE,107 S. Howard St,Suite 600,Spokane,WA,99202,1455,(509) 622-3537,(509) 622-3500,ehenry@naiblack.com,John M. Bennett,"Black Realty Management, Inc.",107 S Howard St Ste 600,,Spokane,WA,99201,3818,(509) 623-1000,(509) 622-3500,www.naiblack.com,KATHY KLEIN,Seattle,Seattle
LIVINGSTON-BAKER APARTMENTS,1929 1ST AVE,,SEATTLE,WA,98101,King,206-441-1002,,,,Use Restriction,Wholly Elderly Housekeeping,Elderly,0,90,,Pike Place Market Preservation and Devlpmt Athry,85 Pike St Ste 500,,Seattle,WA,98101,2166,(206) 774-5250,(206) 625-0646,elsie@pikeplacemarket.org,Coyle Jefferson II,Pike Place Market Preservation and Devlpmt Athry,85 Pike St Ste 500,,Seattle,WA,98101,2166,(206) 774-5250,(206) 625-0646,elsie@pikeplacemarket.org,LEONA L BLANKENSHIP,Seattle,Anchorage
Lookout at the Ridge,232 W Lookout Ridge Dr,,Washougal,WA,98671,Clark,(360) 210-7477,12711159,,223(f) Refi/ Purchase Apts,Insured-Unsubsidized,,,0,119,Sean Keys,"Lookout Ridge SPE, LLC",17933 NW Evergreen Parkway Suite 300,,Beaverton,OR,97006,,503-597-7100,,Sean@steedgroup.com,Walter Smith,"Riverstone Residential West, LLC",5575 DTC Parkway suite 250,Attn: Jim Kosiara,Greenwood Village,CO,80111,,303 386-8380,303 217-8401,jkosiara@riverstoneres.com,JOHN A DEMBOSKI,Seattle,Seattle
LOYAL HEIGHTS MANOR,7547 24TH AVE NW,,SEATTLE,WA,98117,King,206-782-1503,127EH007,WA19T781005,202/8 Direct Loan/ Elderly-Handicapped,202/811,Wholly Elderly Housekeeping,Elderly,54,54,Bob Reetz,LOYAL HEIGHTS MANOR,7704 24th Ave NW,,Seattle,WA,98117,4411,(206) 782-0588,206 781 0227,Rebert1@msn.com,Doug Repman,"Quantum Management Services, Inc","3810 196th Street SW, Suite 10",PO Box 2170,Lynnwood,WA,98036,,425-776-1294,425-776-1073,repmand@quantumms.com,MARY ELLEN CASAREZ,Seattle,Seattle
LUTHER SENIOR CENTER I,625 BERKSHIRE PL,,RICHLAND,WA,99354,Benton,509)946-7515,,WA19M000151,,Subsidized - Previously Insured,Wholly Elderly Housekeeping,Elderly,50,51,Don Wodrich,LUTHER SENIOR CENTER INC,625   BERKSHIRE  PL,,RICHLAND,WA,99354,2284,(509) 946-7515,(509 946-8105,fletcher@luthersc.com,Fletcher Mackenzie,LUTHER SENIOR CENTER INC,625   BERKSHIRE  PL,,RICHLAND,WA,99354,2284,(509) 946-7515,(509 946-8105,fletcher@luthersc.com,LEONA L BLANKENSHIP,Seattle,Anchorage
LUTHER SR CENTER ADDITION #1,1904 JADWIN AVE,,RICHLAND,WA,99352,Benton,509-946-7515,171EH003,WA250083203,202/8 Direct Loan/ Elderly-Handicapped,202/811,Wholly Elderly Housekeeping,Elderly,24,24,Don Wodrich,LUTHER SENIOR CENTER INC,625   BERKSHIRE  PL,,RICHLAND,WA,99354,2284,(509) 946-7515,(509 946-8105,fletcher@luthersc.com,Flecther Mackenzie,LUTHER SENIOR CENTER INC,625   BERKSHIRE  PL,,RICHLAND,WA,99354,2284,(509) 946-7515,(509 946-8105,fletcher@luthersc.com,LEONA L BLANKENSHIP,Seattle,Anchorage
LYNN CREST SENIOR APTS,4629 194TH ST SW,,LYNNWOOD,WA,98036,Snohomish,(425) 776-2919,127EE006,WA19S921002,202 Capital Advance for Elderly,202/811,Wholly Elderly Housekeeping,Elderly,39,40,Mary Lou Seaton,LYNNCREST SENIOR HOUSING ASSOCIATION,8225 44TH AVENUE WEST,Suite O,MUKILTEO,WA,98275,0000,(425) 290-5165,425-353-1212,need_email@hud.gov,,Hoban & Assoc dba Coast Real Estate Services,2829 Rucker Ave Ste 100,,Everett,WA,98201,3456,(425) 339-3638,(425) 252-8732,shoban@coastmgt.com,SCOTT A JULLIAN,Seattle,Seattle
LYNN WOODS SENIOR APARTMENTS,4705 194TH ST SW,,LYNNWOOD,WA,98036,Snohomish,(425)290-5165,12711135,WA19T861005,223(f) Refi/ Purchase Apts,Insured-Subsidized,Wholly Elderly Housekeeping,Elderly,37,38,Mary Lou  Seaton,Senior Hsg Assoc of Snohomish Co,8225   44th Ave West,Suite 'O',MUKILTEO,WA,98275,2851,(425) 290-1279,,need_email@hud.gov,,Hoban & Assoc dba Coast Real Estate Services,2829 Rucker Ave Ste 100,,Everett,WA,98201,3456,(425) 339-3638,(425) 252-8732,shoban@coastmgt.com,KATHY KLEIN,Seattle,Seattle
M L KING JR APARTMENTS,7923  M L KING JR WAY S,,SEATTLE,WA,98118,King,(206) 722-8311,12735004,WA19L000030,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,117,120,,EMPIRE KENYON ASSOCIATION,9125 15TH PL SW,,SEATTLE,WA,98108,,206-764-0310,206-764-0358,need_email@hud.gov,Doug Repman,"Quantum Management Services, Inc","3810 196th Street SW, Suite 10",PO Box 2170,Lynnwood,WA,98036,,425-776-1294,425-776-1073,repmand@quantumms.com,MARY ELLEN CASAREZ,Seattle,Seattle
MABEL SWAN MANOR,10 S 8TH AVE,,YAKIMA,WA,98902,Yakima,(509)248-5151,12711174,WA192173201,223(f) Refi/ Purchase Apts,Insured-Subsidized,Wholly Elderly Housekeeping,Elderly,99,99,Maureen Adkinson,SWAN MEMORIAL HSG ASSOC,10 South 8th,,YAKIMA,WA,98902,,509-965-2975,,jmadkison@yahoo.com,TOM  ANDERSON,"United Marketing, Inc.",P.O. Box 3080,,Bellevue,WA,98009,3080,425-562-1200,425-957-0425,tanderson@uminc.net,KATHY KLEIN,Seattle,Seattle
Mabel Swan North,10 S 8TH AVE,,YAKIMA,WA,98902,Yakima,(509)248-5151,127EE004,WA19S911004,202 Capital Advance for Elderly,202/811,Wholly Elderly Housekeeping,Elderly,45,45,Maurene Adkison,Mable Swan North,10 South 8th,,Yakima,WA,98902,,(509)2481770,,jmadkison@yahoo.com,Tom  Anderson,"United Marketing, Inc.",P.O. Box 3080,,Bellevue,WA,98009,3080,425-562-1200,425-957-0425,tanderson@uminc.net,MARY ELLEN CASAREZ,Seattle,Seattle
MAGNOLIA VILLA,1410 MAGNOLIA ST SE,,LACEY,WA,98503,Thurston,(360) 491-3924,,WA190034002,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,21,21,Sharon Lee,"Magnolia Villa Associates, LLC","2407 - 1st Avenue,",Suite 200,Seattle,WA,98121,,206-443-9935,206-443-9851,need_email@hud.gov,Sharon H. Lee,LOW INCOME HOUSING INSTITUTE,2407   First  AVE #200,,SEATTLE,WA,98121,0000,(206) 443-9935,(206) 443-9851,lynneb@LIHI.ORG,MARY ELLEN CASAREZ,Seattle,Seattle
MANITO GARDEN APARTMENTS,500 E 29TH AVE,,SPOKANE,WA,99203,Spokane,509-624-7326,17111027,WA19T811021,223(f) Refi/ Purchase Apts,Insured-Subsidized,Wholly Elderly Housekeeping,Elderly,59,60,Gary Guenther,MANITO PRESBYTERIAN HOMES,401  E 30TH  AVE,,SPOKANE,WA,99203,0000,(509) 838-3559,,need_email@hud.gov,Thomas Quigley,KIEMLE & HAGOOD CO,601  W MAIN  AVE SUITE 400,,SPOKANE,WA,99201,0613,(509) 838-6541,(509)458-4014,info@khco.com,LEONA L BLANKENSHIP,Seattle,Anchorage
Maple Leaf Townhouses,1205 N. 2nd ST.,,YAKIMA,WA,98901,Yakima,509-453-3454,,WA190040002,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,26,26,Sue Edick,NAHA-Yakima Associates LP,11 1/2 S Whitcomb Ave,,Tonasket,WA,98855,,509 486-0564,509 486-0156,tuggard@genext.net,Doug Repman,"Quantum Management Services, Inc","3810 196th Street SW, Suite 10",PO Box 2170,Lynnwood,WA,98036,,425-776-1294,425-776-1073,repmand@quantumms.com,MARY ELLEN CASAREZ,Seattle,Seattle
MARCUS PLACE,203 N LAKE ST,,COLFAX,WA,99111,Whitman,(253) 475-6610,,WA25R000004,,"Subsidized, No HUD Financing",Elderly,Elderly,18,18,Randall A. Franz,Estate of Mary Ann Franz,2012 Winchester Way,,Sandpoint,ID,83864,,406-529-1873,,franzrealestate@montana.com,Thomas R. Quigley,KIEMLE & HAGOOD CO,601  W MAIN  AVE SUITE 400,,SPOKANE,WA,99201,0613,(509) 838-6541,(509)458-4014,info@khco.com,LEONA L BLANKENSHIP,Seattle,Anchorage
MARINE PLAZA APARTMENTS,619 CLAY STREET,,PORT TOWNSEND,WA,98368,Jefferson,360-385-3055,,WA19M000129,,Subsidized - Previously Insured,Elderly,Elderly,40,40,Allan E. Hanson,"Conifer 508, a Limited Partnership",7305 Soundview Dr Unit 102,,Gig Harbor,WA,98335,1931,(253) 858-0873,(253) 858-0874,allan_sharon@comcast.net,Shawn A. Hoban,Hoban & Assoc dba Coast Real Estate Services,2829 Rucker Ave Ste 100,,Everett,WA,98201,3456,(425) 339-3638,(425) 252-8732,shoban@coastmgt.com,JOHN A DEMBOSKI,Seattle,Seattle
MARION COURT APTS,3500 MARION CT,,BREMERTON,WA,98312,Kitsap,360-377-8806,12735461,WA190079003,223(a)(7) Refi of 221d4 NC/SR,Insured-Subsidized,Indv. families - not eld/ handicap,Family,35,35,Alan Axelrod,MARION COURT ASSOCIATES,1301 Spring Street Suite 7E,,Seattle,WA,98104,,(206) 709-9400,(206) 352-9492,alan.axelrod@benevon.com,Thomas E Anderson,"United Marketing, Inc.",P.O. Box 3080,,Bellevue,WA,98009,3080,425-562-1200,425-957-0425,tanderson@uminc.net,KATHY KLEIN,Seattle,Seattle
MARKET HOUSE,1525 1ST AVE,,SEATTLE,WA,98101,King,(206) 774-5228,,WA198023005,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,51,51,Ben Franz-Knight,Pike Place Market Preservation and Devlpmt Athry,85 Pike St Ste 500,,Seattle,WA,98101,2166,(206) 774-5250,(206) 625-0646,elsie@pikeplacemarket.org,Ben Franz-Knight,Pike Place Market Preservation and Devlpmt Athry,85 Pike St Ste 500,,Seattle,WA,98101,2166,(206) 774-5250,(206) 625-0646,elsie@pikeplacemarket.org,KATHY KLEIN,Seattle,Seattle
MARKET TERRACE,1115 NW MARKET ST,,SEATTLE,WA,98107,King,206-789-2937,,WA190054002,,Subsidized - Previously Insured,Wholly Elderly Housekeeping,Elderly,30,30,Tomas M. Tierney,Seattle Housing Authority,190 Queen Anne Ave N,,Seattle,WA,98109,4968,(206) 615-3500,(206) 615-3504,execdirector@seattlehousing.org,Gary E. Wilson,WILSON MANAGEMENT INC,1215 120th Ave NE,SUITE 103,BELLEVUE,WA,98005,0000,(425) 453-0089,(425) 637-2890,NONE,KATHY KLEIN,Seattle,Seattle
MARY RUTH MANOR,100 20TH AVE E,,SEATTLE,WA,98112,King,206-325-0981,12745003,WA19L000027,223(a)(7) Refi of 236,Insured-Subsidized,Indv. families - not eld/ handicap,Family,20,20,Christopher D. Persons,CAPITOL HILL HSG IMPROVMNT PROG (CHHIP),"1402 THIRD AVE, STE 200",,SEATTLE,WA,98101,2118,(206) 329-7303,(206) 329-1857,jfleming@capitolhillhousing.org,Christopher D. Persons,CAPITOL HILL HSG IMPROVMNT PROG (CHHIP),"1402 THIRD AVE, STE 200",,SEATTLE,WA,98101,2118,(206) 329-7303,(206) 329-1857,jfleming@capitolhillhousing.org,KATHY KLEIN,Seattle,Seattle
MARYMOUNT MANOR,317 East 152ND Street,,TACOMA,WA,98445,Pierce,253-537-8910,127EH122,WA19T851004,202/8 Direct Loan/ Elderly-Handicapped,202/811,Wholly Elderly Housekeeping,Elderly,39,40,Deborah J Stouff,MARYMOUNT ASSN FOR SR HSG,317 East 152ND Street,,TACOMA,WA,98445,0000,(253) 537-8910,,need_email@hud.gov,Laverne R Joseph,"Foundation Property Management, Inc.",911 N Studebaker Rd,,Long Beach,CA,90815,4900,(562) 257-5100,(562) 257-5200,stuart.hartman@rhf.org,BRENDA PAYETTE-ZEH,Seattle,Seattle
Marysville Quilceda Meadows,4520 84th Street NE,,MARYSVILLE,WA,98270,Snohomish,425-776-1294,127HD025,WA19Q981001,811 Capital Advance for Disabled,202/811,Wholly developmentally disabled,Disabled,16,17,Doug Nelson,Marysville Quilceda Meadows Inc,4520 84th St NE,,Marysville,WA,98270,6420,360-652-9426,,need_email@hud.gov,Lesley McCullar,"Quantum Management Services, Inc","3810 196th Street SW, Suite 10",PO Box 2170,Lynnwood,WA,98036,,425-776-1294,425-776-1073,repmand@quantumms.com,LEONA L BLANKENSHIP,Seattle,Anchorage
