DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation
1993-06-23,3.25,3.25,3.125,3.25,14100
1993-06-22,3.25,3.25,3.125,3.25,27600
1993-06-21,3.125,3.25,3.125,3.125,12100
1993-06-18,3.375,3.5,3.125,3.375,43300
1993-06-17,3.5,3.5,3.375,3.5,37800
1993-06-16,3.438,3.5,3.375,3.438,86800
1993-06-15,3.5,3.75,3.375,3.5,64100
1993-06-14,3.688,3.75,3.625,3.688,31000
1993-06-11,3.625,3.75,3.625,3.625,11500
1993-06-10,3.625,3.75,3.5,3.625,21700
1993-06-09,3.5,3.75,3.375,3.5,8500
1993-06-08,3.5,3.625,3.375,3.5,41800
1993-06-07,3.563,3.75,3.5,3.563,11600
1993-06-04,3.625,3.75,3.625,3.625,3100
1993-06-03,3.625,3.75,3.625,3.625,10800
1993-06-02,3.625,3.625,3.625,3.625,8900
1993-06-01,3.875,3.875,3.625,3.875,2700
1993-05-28,3.625,3.75,3.625,3.625,10600
1993-05-27,3.75,3.75,3.625,3.75,25300
1993-05-26,3.75,3.875,3.625,3.75,23300
1993-05-25,3.875,3.875,3.5,3.875,18700
1993-05-24,3.5,3.875,3.5,3.5,3900
1993-05-21,3.5,3.75,3.5,3.5,4100
1993-05-20,3.75,3.75,3.5,3.75,17900
1993-05-19,3.625,3.875,3.625,3.625,25100
1993-05-18,3.75,3.875,3.75,3.75,30200
1993-05-17,3.875,3.938,3.875,3.875,27700
1993-05-14,3.875,4,3.875,3.875,10400
1993-05-13,3.875,4,3.875,3.875,1300
1993-05-12,4,4,3.875,4,13900
1993-05-11,3.938,4,3.875,3.938,10300
1993-05-10,4,4,3.875,4,4600
1993-05-07,3.938,4,3.875,3.938,76800
1993-05-06,4,4,3.875,4,10200
1993-05-05,3.875,4,3.875,3.875,19600
1993-05-04,3.938,3.938,3.75,3.938,29200
1993-05-03,3.875,3.875,3.75,3.875,26300
1993-04-30,3.875,3.875,3.75,3.875,18800
1993-04-29,3.75,3.75,3.625,3.75,20200
1993-04-28,3.75,3.75,3.5,3.75,2700
1993-04-27,3.5,3.75,3.5,3.5,17800
1993-04-26,3.5,3.75,3.5,3.5,16500
1993-04-23,3.5,3.625,3.375,3.5,34600
1993-04-22,3.5,4.75,3.5,3.5,191200
1993-04-21,4.375,4.75,4.375,4.375,75400
1993-04-20,4.375,4.5,4.375,4.375,8500
1993-04-19,4.375,4.5,4.25,4.375,32700
1993-04-16,4.25,4.375,4,4.25,45200
1993-04-15,4,4.25,4,4,47200
1993-04-14,4.25,4.25,4,4.25,28600
1993-04-13,4.125,4.25,4,4.125,13600
1993-04-12,4,4.25,4,4,9000
1993-04-08,4.125,4.125,4,4.125,7100
1993-04-07,4.125,4.25,4,4.125,23800
1993-04-06,4,4.25,4,4,5800
1993-04-05,4,4.125,4,4,5400
1993-04-02,4.125,4.375,4,4.125,49200
1993-04-01,4.25,4.375,4.25,4.25,11800
1993-03-31,4.5,4.5,4.25,4.5,3600
1993-03-30,4.25,4.5,4.25,4.25,28800
1993-03-29,4.5,4.5,4.25,4.5,29200
1993-03-26,4.25,4.5,4.25,4.25,17500
1993-03-25,4.25,4.375,4.188,4.25,28300
1993-03-24,4.25,4.375,4.25,4.25,10900
1993-03-23,4.25,4.375,4.125,4.25,13800
1993-03-22,4.375,4.5,4.125,4.375,18300
1993-03-19,4.375,4.438,4.375,4.375,7400
1993-03-18,4.375,4.625,4.375,4.375,9100
1993-03-17,4.625,4.625,4.375,4.625,14900
1993-03-16,4.5,4.625,4.5,4.5,10800
1993-03-15,4.5,4.625,4.5,4.5,6800
1993-03-12,4.625,4.75,4.5,4.625,13600
1993-03-11,4.625,4.75,4.375,4.625,21200
1993-03-10,4.5,4.625,4.375,4.5,22500
1993-03-09,4.375,4.625,4.375,4.375,20500
1993-03-08,4.75,4.75,4.375,4.75,11000
1993-03-05,4.5,4.75,4.375,4.5,6300
1993-03-04,4.375,4.375,4.375,4.375,1000
1993-03-03,4.5,4.625,4.375,4.5,56800
1993-03-02,4.75,4.75,4.5,4.75,20400
1993-03-01,4.625,4.75,4.5,4.625,23100
1993-02-26,4.625,4.625,4.375,4.625,73300
1993-02-25,4.625,4.625,4.375,4.625,29200
1993-02-24,4.625,4.625,4.375,4.625,17200
1993-02-23,4.625,4.625,4.438,4.625,62200
1993-02-22,4.5,4.625,4.5,4.5,10200
1993-02-19,4.625,4.625,4.375,4.625,27700
1993-02-18,4.5,4.625,4.375,4.5,8600
1993-02-17,4.5,4.5,4.375,4.5,3900
1993-02-16,4.5,4.875,4.5,4.5,25000
1993-02-12,4.625,4.875,4.625,4.625,14600
1993-02-11,4.813,4.875,4.625,4.813,8900
1993-02-10,4.875,4.875,4.625,4.875,19400
1993-02-09,4.75,4.75,4.375,4.75,30300
1993-02-08,4.375,4.75,4.25,4.375,37300
1993-02-05,4.125,4.5,4.125,4.125,20800
1993-02-04,4.375,4.625,4.25,4.375,11300
1993-02-03,4.5,4.5,4.375,4.5,12500
1993-02-02,4.375,4.5,4.25,4.375,12900
1993-02-01,4.25,4.5,4.25,4.25,12600
1993-01-29,4.375,4.5,4.25,4.375,9400
1993-01-28,4.375,4.875,4.25,4.375,50500
1993-01-27,4.625,4.875,4.625,4.625,31500
1993-01-26,4.875,4.875,4.625,4.875,18800
1993-01-25,4.688,4.75,4.375,4.688,46000
1993-01-22,4.5,4.5,4.25,4.5,17500
1993-01-21,4.375,4.375,4.125,4.375,32400
1993-01-20,4.375,4.5,4.25,4.375,24600
1993-01-19,4.5,4.625,4.375,4.5,28500
1993-01-18,4.625,4.625,4.125,4.625,47400
1993-01-15,4.25,4.5,4,4.25,58200
1993-01-14,4.5,4.625,4.25,4.5,48800
1993-01-13,4.375,4.625,4.375,4.375,13200
1993-01-12,4.5,4.75,4.375,4.5,55900
1993-01-11,4.688,4.875,4.625,4.688,48300
1993-01-08,4.75,4.75,4.625,4.75,17200
1993-01-07,4.75,4.875,4.625,4.75,72500
1993-01-06,4.625,5,4.5,4.625,71600
1993-01-05,4.75,4.875,4.75,4.75,8800
1993-01-04,4.875,4.875,4.75,4.875,17100
1992-12-31,4.75,4.75,4.625,4.75,35200
1992-12-30,4.625,4.875,4.625,4.625,21900
1992-12-29,4.625,4.875,4.625,4.625,46800
1992-12-28,4.625,4.875,4.625,4.625,5500
1992-12-24,4.625,4.875,4.625,4.625,4100
1992-12-23,4.5,4.875,4.5,4.5,22000
1992-12-22,4.625,4.875,4.625,4.625,7700
1992-12-21,4.75,4.875,4.625,4.75,11000
1992-12-18,4.625,4.875,4.625,4.625,13300
1992-12-17,4.875,4.875,4.625,4.875,9300
1992-12-16,4.875,5,4.5,4.875,34300
1992-12-15,4.875,5.25,4.875,4.875,18100
1992-12-14,5,5.25,4.875,5,44400
1992-12-11,5.125,5.125,4.75,5.125,18800
1992-12-10,4.875,5,4.75,4.875,20500
1992-12-09,4.75,5.125,4.75,4.75,30600
1992-12-08,4.875,5.25,4.75,4.875,40300
1992-12-07,5.125,5.625,5.125,5.125,45300
1992-12-04,5.375,5.625,5.25,5.375,133900
1992-12-03,5.5,5.5,4.875,5.5,107600
1992-12-02,4.938,5.125,4.5,4.938,73900
1992-12-01,4.625,4.625,4.375,4.625,74900
1992-11-30,4.438,4.5,4.25,4.438,43000
1992-11-27,4.375,4.375,4.25,4.375,1100
1992-11-25,4.25,4.5,4.25,4.25,19200
1992-11-24,4.5,4.5,4.375,4.5,23400
1992-11-23,4.5,4.5,4.375,4.5,11900
1992-11-20,4.375,4.5,4.375,4.375,3600
1992-11-19,4.375,4.5,4.25,4.375,9300
1992-11-18,4.375,4.5,4.25,4.375,31500
1992-11-17,4.25,4.438,4.25,4.25,23400
1992-11-16,4.375,4.625,4.375,4.375,19100
1992-11-13,4.625,4.625,4.25,4.625,52900
1992-11-12,4.5,4.5,4.25,4.5,27000
1992-11-11,4.25,4.375,4.25,4.25,19100
1992-11-10,4.25,4.375,4.25,4.25,11800
1992-11-09,4.25,4.375,4,4.25,30500
1992-11-06,4.25,4.25,4.125,4.25,3100
1992-11-05,4.125,4.25,3.875,4.125,23800
1992-11-04,4,4,3.75,4,36900
1992-11-03,3.875,4,3.875,3.875,7700
1992-11-02,3.875,3.875,3.625,3.875,28000
1992-10-30,3.75,4,3.75,3.75,5100
1992-10-29,3.875,4,3.75,3.875,18500
1992-10-28,3.75,4,3.75,3.75,15900
1992-10-27,4,4,3.75,4,13300
1992-10-26,4,4,3.75,4,8200
1992-10-23,4,4,3.75,4,11500
1992-10-22,3.75,4,3.75,3.75,26300
1992-10-21,3.875,3.875,3.625,3.875,8000
1992-10-20,3.813,3.875,3.75,3.813,14000
1992-10-19,3.75,3.875,3.75,3.75,7100
1992-10-16,4.125,4.125,3.75,4.125,600
1992-10-15,3.75,4.125,3.75,3.75,3300
1992-10-14,3.875,4.125,3.875,3.875,13300
1992-10-13,4,4,3.75,4,3500
1992-10-12,4.125,4.125,3.75,4.125,2200
1992-10-09,4.125,4.125,3.75,4.125,2400
1992-10-08,4.125,4.125,3.75,4.125,14500
1992-10-07,4,4.125,3.875,4,15400
1992-10-06,4.125,4.125,3.75,4.125,9400
1992-10-05,4,4,3.75,4,20700
1992-10-02,4.125,4.125,3.875,4.125,46100
1992-10-01,4.125,4.375,4.125,4.125,7700
1992-09-30,4.375,4.375,4.25,4.375,27800
1992-09-29,4.25,4.375,4.25,4.25,12100
1992-09-28,4.313,4.375,4,4.313,79200
1992-09-25,4.25,4.25,4,4.25,800
1992-09-24,4,4.25,4,4,700
1992-09-23,4.25,4.25,4.063,4.25,18300
1992-09-22,4.125,4.375,4.125,4.125,34300
1992-09-21,4.25,4.375,3.75,4.25,45100
1992-09-18,3.75,4,3.5,3.75,26800
1992-09-17,3.625,3.625,3.5,3.625,4900
1992-09-16,3.625,3.625,3.5,3.625,11400
1992-09-15,3.625,3.75,3.5,3.625,13700
1992-09-14,3.625,3.75,3.625,3.625,19900
1992-09-11,3.625,3.75,3.625,3.625,14300
1992-09-10,3.625,3.75,3.375,3.625,64500
1992-09-09,3.375,3.375,3.125,3.375,34500
1992-09-08,3.125,3.375,3.125,3.125,13200
1992-09-04,3.25,3.313,3.125,3.25,33800
1992-09-03,3.25,3.25,3.125,3.25,48400
1992-09-02,3.25,3.25,3.125,3.25,39400
1992-09-01,3.125,3.25,3.125,3.125,33200
1992-08-31,3.25,3.375,3.25,3.25,5700
1992-08-28,3.375,3.5,3.25,3.375,9400
1992-08-27,3.375,3.5,3.125,3.375,52200
1992-08-26,3.125,3.25,3.125,3.125,11500
1992-08-25,3.25,3.25,3.125,3.25,16700
1992-08-24,3.125,3.375,3.125,3.125,28400
1992-08-21,3.375,3.375,3.25,3.375,21000
1992-08-20,3.25,3.375,3.25,3.25,6100
1992-08-19,3.25,3.375,3.25,3.25,14000
1992-08-18,3.375,3.375,3.25,3.375,10300
1992-08-17,3.375,3.375,3.25,3.375,41700
1992-08-14,3.25,3.375,3.25,3.25,7200
1992-08-13,3.5,3.5,3.25,3.5,39200
1992-08-12,3.375,3.5,3.25,3.375,37800
1992-08-11,3.375,3.5,3.25,3.375,51300
1992-08-10,3.313,3.75,3.313,3.313,44100
1992-08-07,3.375,3.625,3.375,3.375,14100
1992-08-06,3.5,3.625,3.375,3.5,24300
1992-08-05,3.563,3.625,3.5,3.563,15800
1992-08-04,3.5,3.75,3.5,3.5,23000
1992-08-03,3.5,3.75,3.5,3.5,87800
1992-07-31,3.5,3.625,3.438,3.5,21900
1992-07-30,3.625,3.625,3.5,3.625,3100
1992-07-29,3.563,3.75,3.5,3.563,42200
1992-07-28,3.5,3.75,3.5,3.5,35900
1992-07-27,3.625,3.75,3.625,3.625,13500
1992-07-24,3.75,3.75,3.625,3.75,8300
1992-07-23,3.75,3.75,3.625,3.75,22900
1992-07-22,3.75,3.75,3.5,3.75,20700
1992-07-21,3.75,3.75,3.5,3.75,31000
1992-07-20,3.625,3.625,3.5,3.625,27100
1992-07-17,3.5,3.625,3.375,3.5,58600
1992-07-16,3.375,3.75,3.375,3.375,124300
1992-07-15,3.5,3.75,3.375,3.5,32900
1992-07-14,3.75,3.75,3.375,3.75,42300
1992-07-13,3.438,3.5,3.375,3.438,16900
1992-07-10,3.5,3.5,3.375,3.5,18100
1992-07-09,3.25,3.5,3.25,3.25,30700
1992-07-08,3.313,3.5,3.25,3.313,23200
1992-07-07,3.375,3.5,3.375,3.375,11400
1992-07-06,3.5,3.5,3.375,3.5,12800
1992-07-02,3.438,3.625,3.375,3.438,34800
1992-07-01,3.625,3.625,3.375,3.625,30400
1992-06-30,3.5,3.625,3.125,3.5,84400
1992-06-29,3.375,3.5,3.125,3.375,43500
1992-06-26,3.125,3.5,3.125,3.125,4700
1992-06-25,3.25,3.5,3,3.25,61500
1992-06-24,3.375,3.5,3.375,3.375,27400
1992-06-23,3.375,3.625,3.375,3.375,32600
1992-06-22,3.5,3.75,3.5,3.5,28600
1992-06-19,3.625,3.75,3.375,3.625,92300
1992-06-18,3.625,3.625,3.375,3.625,50400
1992-06-17,3.438,3.875,3.375,3.438,45100
1992-06-16,3.75,4,3.75,3.75,29400
1992-06-15,3.875,4,3.25,3.875,109200
1992-06-12,4,4,3.875,4,24400
1992-06-11,3.875,4.25,3.75,3.875,100300
1992-06-10,4,4.375,4,4,38000
1992-06-09,4.25,4.375,4.125,4.25,9400
1992-06-08,4.375,4.375,4.125,4.375,11500
1992-06-05,4.125,4.375,4,4.125,68900
1992-06-04,4.125,4.375,4.125,4.125,40400
1992-06-03,4.25,4.375,4.125,4.25,31600
1992-06-02,4.375,4.375,4.125,4.375,32300
1992-06-01,4.25,4.5,4,4.25,60900
1992-05-29,4.5,4.625,4.25,4.5,33400
1992-05-28,4.375,4.75,4.375,4.375,78600
1992-05-27,4.75,4.75,4.5,4.75,38500
1992-05-26,4.625,4.625,4.375,4.625,18700
1992-05-22,4.625,4.625,4.375,4.625,32400
1992-05-21,4.5,4.5,4.25,4.5,58000
1992-05-20,4.5,4.625,4.25,4.5,42200
1992-05-19,4.5,4.5,4.25,4.5,24500
1992-05-18,4.5,4.5,4.25,4.5,18800
1992-05-15,4.5,4.5,4.125,4.5,5200
1992-05-14,4.5,4.5,4.125,4.5,37700
1992-05-13,4,4.125,4,4,39000
1992-05-12,4.125,4.25,4,4.125,50700
1992-05-11,3.875,4.375,3.875,3.875,63600
1992-05-08,4.375,4.375,4.125,4.375,11000
1992-05-07,4.125,4.5,4.125,4.125,52000
1992-05-06,4.25,4.5,4.25,4.25,21200
1992-05-05,4.25,4.5,4.25,4.25,12100
1992-05-04,4.5,4.5,4.25,4.5,22400
1992-05-01,4.5,4.5,4.25,4.5,18800
1992-04-30,4.25,4.625,4.25,4.25,16700
1992-04-29,4.25,4.625,4.25,4.25,84100
1992-04-28,4.5,4.5,4.125,4.5,98600
1992-04-27,4.125,4.375,4.125,4.125,131200
1992-04-24,4.375,4.375,4,4.375,36900
1992-04-23,4,4.375,3.813,4,266200
1992-04-22,4.25,4.625,4,4.25,55500
1992-04-21,4.625,5.25,4.375,4.625,40300
1992-04-20,4.875,5.25,4.875,4.875,24600
1992-04-16,5.188,5.25,5,5.188,36200
1992-04-15,5.125,5.5,5.125,5.125,20900
1992-04-14,5.25,5.5,5.125,5.25,17700
1992-04-13,5.125,5.25,5.125,5.125,10200
1992-04-10,5.5,5.5,5.25,5.5,30900
1992-04-09,5.125,5.5,5.125,5.125,22800
1992-04-08,5.125,5.375,4.875,5.125,51900
1992-04-07,5.375,5.625,5.375,5.375,8300
1992-04-06,5.5,5.625,5.375,5.5,24500
1992-04-03,5.5,5.625,5.375,5.5,17800
1992-04-02,5.5,5.75,5.438,5.5,19200
1992-04-01,5.5,6,5.5,5.5,15900
1992-03-31,6,6,5.75,6,70000
1992-03-30,6,6,5.875,6,32100
1992-03-27,5.875,6,5.75,5.875,33400
1992-03-26,6,6.125,5.875,6,91000
1992-03-25,6,6.125,5.75,6,75500
1992-03-24,5.875,5.875,5.375,5.875,142600
1992-03-23,5.375,5.625,5.375,5.375,36700
1992-03-20,5.625,5.625,5.5,5.625,24100
1992-03-19,5.625,5.625,5.375,5.625,43500
1992-03-18,5.625,6,5.5,5.625,46600
1992-03-17,5.75,6,5.75,5.75,30500
1992-03-16,5.75,6,5.625,5.75,31600
1992-03-13,5.75,6,5.5,5.75,53800
1992-03-12,5.625,5.75,5.5,5.625,17800
1992-03-11,5.625,5.75,5.5,5.625,40700
1992-03-10,5.5,5.75,5.5,5.5,86500
1992-03-09,5.5,6.125,5.375,5.5,71900
1992-03-06,5.875,6.125,5.875,5.875,63600
1992-03-05,6.125,6.25,5.875,6.125,24100
1992-03-04,6.125,6.5,6,6.125,59500
1992-03-03,6.375,6.5,6.25,6.375,82700
1992-03-02,6.375,6.375,6.125,6.375,21400
1992-02-28,6.125,6.375,6.125,6.125,21200
1992-02-27,6.375,6.375,6.125,6.375,26300
1992-02-26,6.125,6.375,5.75,6.125,167100
1992-02-25,5.875,6,5.625,5.875,113400
1992-02-24,5.875,6.625,5.25,5.875,265200
1992-02-21,6.625,7.875,6.25,6.625,511200
1992-02-20,7.625,7.875,7.625,7.625,69700
1992-02-19,7.75,7.875,7.5,7.75,55900
1992-02-18,7.875,8.25,7.5,7.875,76500
1992-02-14,8,8.25,7.875,8,50400
1992-02-13,8.25,8.25,7.75,8.25,72400
1992-02-12,7.75,8.375,7.75,7.75,69900
1992-02-11,8.125,8.625,7.5,8.125,373400
1992-02-10,7.75,7.75,7.25,7.75,65200
1992-02-07,7.5,7.625,7.25,7.5,89100
1992-02-06,7.25,8,7.25,7.25,80200
1992-02-05,7.625,8.25,7.5,7.625,228200
1992-02-04,7.625,7.625,7,7.625,133400
1992-02-03,7.063,7.25,6.75,7.063,100000
1992-01-31,7.125,7.25,7.125,7.125,113400
1992-01-30,7.25,7.5,7,7.25,172600
1992-01-29,7.375,7.375,6.625,7.375,319300
1992-01-28,6.875,7,6.5,6.875,194100
1992-01-27,6.75,7,5.875,6.75,454500
1992-01-24,6.125,6.125,5.75,6.125,93500
1992-01-23,6,6.25,5.75,6,138100
1992-01-22,6,6.125,5.375,6,123000
1992-01-21,5.375,5.75,5.375,5.375,36500
1992-01-20,5.75,5.75,5.375,5.75,79500
1992-01-17,5.75,5.75,5.5,5.75,44400
1992-01-16,5.625,5.875,5.5,5.625,63300
1992-01-15,5.625,5.875,5.625,5.625,43000
1992-01-14,5.75,5.875,5.625,5.75,50600
1992-01-13,5.75,6,5.625,5.75,100300
1992-01-10,5.75,6,5.75,5.75,89400
1992-01-09,6,6,5.75,6,92100
1992-01-08,5.875,5.875,5.375,5.875,98100
1992-01-07,5.625,5.625,5.25,5.625,72400
1992-01-06,5.5,5.5,5.25,5.5,71500
1992-01-03,5.25,5.375,5.25,5.25,42300
1992-01-02,5.375,5.375,5.125,5.375,32900
1991-12-31,5.25,5.25,4.875,5.25,58700
1991-12-30,4.875,5.125,4.75,4.875,64200
1991-12-27,5.25,5.375,5,5.25,43300
1991-12-26,5.25,5.5,5.125,5.25,55800
1991-12-24,5.438,5.5,5.25,5.438,41600
1991-12-23,5.25,5.375,5,5.25,45100
1991-12-20,5.5,5.75,5.25,5.5,54300
1991-12-19,5.5,5.75,5.5,5.5,37700
1991-12-18,5.625,5.75,5.5,5.625,77500
1991-12-17,5.75,6,5.625,5.75,54500
1991-12-16,5.75,6.125,5.75,5.75,154400
1991-12-13,5.875,6,5.25,5.875,100400
1991-12-12,5.375,5.375,5.125,5.375,19000
1991-12-11,5,5.375,5,5,27400
1991-12-10,5.25,5.625,5.125,5.25,13200
1991-12-09,5.625,5.875,5.25,5.625,23400
1991-12-06,5.75,5.875,5.625,5.75,14900
1991-12-05,5.75,5.75,5.625,5.75,20300
1991-12-04,5.75,5.75,5.375,5.75,42200
1991-12-03,5.375,5.5,5.25,5.375,49300
1991-12-02,5.25,5.5,5.25,5.25,8000
1991-11-29,5.5,5.5,5.25,5.5,14500
1991-11-27,5.25,5.5,5.125,5.25,13700
1991-11-26,5.125,5.375,5.125,5.125,10200
1991-11-25,5.375,5.375,5,5.375,35200
1991-11-22,5.125,5.5,5.125,5.125,29700
1991-11-21,5.25,5.5,5.25,5.25,15400
1991-11-20,5.5,5.5,5,5.5,76900
1991-11-19,5.063,5.5,5,5.063,114200
1991-11-18,5.625,5.625,5.25,5.625,53400
1991-11-15,5.625,6,5.5,5.625,87300
1991-11-14,6,6.125,5.75,6,131200
1991-11-13,6,6.125,5,6,325900
1991-11-12,5.063,5.25,5,5.063,124000
1991-11-11,5,5.125,4.875,5,74100
1991-11-08,4.875,5.125,4.875,4.875,24100
1991-11-07,4.875,5.125,4.875,4.875,22000
1991-11-06,5,5,4.875,5,62500
1991-11-05,4.875,5.125,4.875,4.875,15900
1991-11-04,5.125,5.125,4.875,5.125,35300
1991-11-01,5.125,5.125,4.875,5.125,36300
1991-10-31,5.063,5.25,5,5.063,33000
1991-10-30,5.25,5.5,5.125,5.25,77100
1991-10-29,5.438,5.625,5.125,5.438,109800
1991-10-28,5.375,5.5,4.875,5.375,167800
1991-10-25,4.875,5.125,4.875,4.875,162500
1991-10-24,4.875,5.125,4.875,4.875,59800
1991-10-23,5.125,5.125,5,5.125,35800
1991-10-22,5.063,5.125,4.875,5.063,213000
1991-10-21,4.875,5.25,4.875,4.875,62400
1991-10-18,5,5.125,4.875,5,131800
1991-10-17,4.875,5.125,4.875,4.875,54800
1991-10-16,5,5.25,4.375,5,200900
1991-10-15,4.5,4.75,4.25,4.5,119100
1991-10-14,4.5,4.5,4.063,4.5,63100
1991-10-11,4.125,4.25,4,4.125,21200
1991-10-10,4,4.125,4,4,11800
1991-10-09,4.25,4.25,4,4.25,44200
1991-10-08,4.125,4.25,4,4.125,20700
1991-10-07,4,4.125,4,4,24100
1991-10-04,4,4.188,3.875,4,38500
1991-10-03,4.063,4.25,4,4.063,47700
1991-10-02,4.188,4.438,4,4.188,48100
1991-10-01,4.188,4.625,4.125,4.188,62400
1991-09-30,4.5,4.5,3.875,4.5,64300
1991-09-27,3.938,4,3.875,3.938,13800
1991-09-26,4,4,3.688,4,32800
1991-09-25,3.625,3.875,3.625,3.625,41000
1991-09-24,3.813,4,3.75,3.813,24600
1991-09-23,3.75,3.875,3.75,3.75,22800
1991-09-20,3.875,4,3.875,3.875,15600
1991-09-19,4,4,3.75,4,22500
1991-09-18,3.875,4,3.75,3.875,59000
1991-09-17,3.75,3.875,3.625,3.75,57500
1991-09-16,3.875,4.25,3.875,3.875,29000
1991-09-13,4.125,4.5,4.063,4.125,87500
1991-09-12,4.438,4.5,4.375,4.438,14700
1991-09-11,4.375,4.5,4.375,4.375,33800
1991-09-10,4.375,4.625,4.375,4.375,76700
1991-09-09,4.375,4.5,4.125,4.375,103200
1991-09-06,4.125,4.375,4.125,4.125,55900
1991-09-05,4.25,4.375,4.125,4.25,25800
1991-09-04,4.125,4.375,4.063,4.125,92000
1991-09-03,4.125,4.25,4.063,4.125,77700
1991-08-30,4.25,4.25,4,4.25,55400
1991-08-29,4,4.125,4,4,42200
1991-08-28,4,4.125,3.375,4,88200
1991-08-27,3.5,3.75,3.5,3.5,21700
1991-08-26,3.75,3.75,3.625,3.75,6900
1991-08-23,3.625,3.75,3.625,3.625,47100
1991-08-22,3.688,3.875,3.625,3.688,72100
1991-08-21,3.875,3.875,3.5,3.875,339800
1991-08-20,3.688,3.875,3.625,3.688,19100
1991-08-19,3.75,3.875,3.5,3.75,32300
1991-08-16,3.75,4,3.75,3.75,4300
1991-08-15,3.875,4,3.75,3.875,55500
1991-08-14,3.875,4.125,3.75,3.875,75500
1991-08-13,4,4.125,4,4,13700
1991-08-12,4,4.25,4,4,18900
1991-08-09,4.125,4.125,4.125,4.125,1600
1991-08-08,4.25,4.25,4.125,4.25,49500
1991-08-07,4.188,4.25,4.125,4.188,25800
1991-08-06,4.125,4.25,4.125,4.125,14500
1991-08-05,4.125,4.25,4.125,4.125,32700
1991-08-02,4.25,4.25,4.125,4.25,18800
1991-08-01,4.125,4.375,3.938,4.125,157100
1991-07-31,4.375,4.5,4.125,4.375,10600
1991-07-30,4.375,4.375,4.125,4.375,23600
1991-07-29,4.375,4.5,4.125,4.375,6400
1991-07-26,4.25,4.625,4.25,4.25,58300
1991-07-25,4.625,4.625,4.25,4.625,79800
1991-07-24,4.5,4.5,4.25,4.5,39900
1991-07-23,4.375,4.375,4.25,4.375,15600
1991-07-22,4.375,4.5,4.25,4.375,14900
1991-07-19,4.5,4.625,4.375,4.5,3600
1991-07-18,4.5,4.5,4.375,4.5,5300
1991-07-17,4.625,4.625,4.375,4.625,4100
1991-07-16,4.5,4.625,4.375,4.5,36900
1991-07-15,4.75,4.75,4.5,4.75,6900
1991-07-12,4.625,4.875,4.625,4.625,8100
1991-07-11,4.625,4.875,4.625,4.625,10100
1991-07-10,4.75,5,4.625,4.75,130200
1991-07-09,4.875,5.125,4.75,4.875,52800
1991-07-08,4.875,5,4.75,4.875,26200
1991-07-05,5,5,4.75,5,19200
1991-07-03,4.75,4.75,4.5,4.75,24500
1991-07-02,4.625,4.75,4.25,4.625,41500
1991-07-01,4.25,4.5,4.125,4.25,31900
1991-06-28,4.125,4.25,4,4.125,14300
1991-06-27,4.125,4.25,4,4.125,17300
1991-06-26,4.125,4.25,3.875,4.125,67800
1991-06-25,4.125,4.5,4.125,4.125,32700
1991-06-24,4.25,4.5,4.25,4.25,49400
1991-06-21,4.5,4.5,4.25,4.5,35800
1991-06-20,4.375,4.5,4.25,4.375,16300
1991-06-19,4.5,4.5,4.375,4.5,33400
1991-06-18,4.5,4.625,4.5,4.5,23600
1991-06-17,4.625,4.875,4.375,4.625,37900
1991-06-14,4.75,5.25,4.75,4.75,32800
1991-06-13,5.125,5.125,5.125,5.125,9100
1991-06-12,5.25,5.25,5,5.25,15600
1991-06-11,5.25,5.375,5.125,5.25,15200
1991-06-10,5.25,5.5,5,5.25,35600
1991-06-07,5.5,5.75,5.5,5.5,27500
1991-06-06,5.75,5.875,5.625,5.75,18200
1991-06-05,5.625,6,5.625,5.625,19100
1991-06-04,6,6,5.625,6,32800
1991-06-03,5.75,6,5.75,5.75,19200
1991-05-31,5.75,6,5.625,5.75,16700
1991-05-30,5.75,5.875,5.625,5.75,42900
1991-05-29,5.625,5.75,5.625,5.625,20400
1991-05-28,5.625,5.625,5.5,5.625,10900
1991-05-24,5.625,5.75,5.625,5.625,8600
1991-05-23,5.75,5.75,5.5,5.75,37800
1991-05-22,5.625,5.875,5.5,5.625,16900
1991-05-21,5.875,5.875,5.625,5.875,49100
1991-05-20,5.75,5.875,5.625,5.75,65900
1991-05-17,5.625,6,5.625,5.625,19100
1991-05-16,5.625,6,5.625,5.625,6700
1991-05-15,5.625,6.125,5.625,5.625,50900
1991-05-14,6,6.375,6,6,123700
1991-05-13,6.375,6.375,6.25,6.375,100500
1991-05-10,6.25,6.5,6.25,6.25,156100
1991-05-09,6.375,6.375,5.5,6.375,188700
1991-05-08,5.5,5.625,5.5,5.5,35300
1991-05-07,5.5,5.625,5.375,5.5,55700
1991-05-06,5.375,5.875,5.25,5.375,67200
1991-05-03,5.625,6,5.625,5.625,19200
1991-05-02,5.75,5.875,5.625,5.75,27600
1991-05-01,5.75,6,5.75,5.75,61500
1991-04-30,5.875,6.25,5.875,5.875,102500
1991-04-29,6.25,6.25,6,6.25,94900
1991-04-26,6.25,6.375,6,6.25,85500
1991-04-25,6,6.375,6,6,161000
1991-04-24,6.125,6.5,5.875,6.125,162100
1991-04-23,6.125,6.125,5.75,6.125,73100
1991-04-22,6,6.125,5.625,6,54900
